Fecha;Nivel (m.s.n.m);Caudal (m³/s);Volumen (hm³);Estimado;INDI_CHJ
30-03-2006 00:00:00;0,0308854166667;1,62929832176;0,140771375;0;"08A02"
31-03-2006 00:00:00;0,183770833333;;;0;"08A01"
31-03-2006 00:00:00;0,211427083333;0,251729166667;0,0217494;0;"08A07"
31-03-2006 00:00:00;0,0341614583333;1,94382957176;0,167946875;0;"08A02"
01-04-2006 00:00:00;0,192608333333;;;0;"08A01"
01-04-2006 00:00:00;0,2135625;0,293079166667;0,02532204;0;"08A07"
01-04-2006 00:00:00;0,0358541666667;2,12575086806;0,183664875;0;"08A02"
02-04-2006 00:00:00;0,189566666667;;;0;"08A01"
02-04-2006 00:00:00;0,213;0,294311458333;0,02542851;0;"08A07"
02-04-2006 00:00:00;-0,007609375;1,70232638889;0,147081;0;"08A02"
03-04-2006 00:00:00;0,189779166667;;;0;"08A01"
03-04-2006 00:00:00;0,213072916667;0,262770833333;0,0227034;0;"08A07"
03-04-2006 00:00:00;-0,0455625;1,45368344907;0,12559825;0;"08A02"
04-04-2006 00:00:00;0,188958333333;;;0;"08A01"
04-04-2006 00:00:00;0,212479166667;0,227675;0,01967112;0;"08A07"
04-04-2006 00:00:00;0,0460052083333;1,00514033565;0,086844125;0;"08A02"
05-04-2006 00:00:00;0,2171375;;;0;"08A01"
05-04-2006 00:00:00;0,21415625;0,16901875;0,01460322;0;"08A07"
05-04-2006 00:00:00;0,169348958333;1,61028645833;0,13912875;0;"08A02"
06-04-2006 00:00:00;0,196995833333;;;0;"08A01"
06-04-2006 00:00:00;0,214166666667;0,148592708333;0,01283841;0;"08A07"
06-04-2006 00:00:00;0,13623509591;0,559018770773;0,0482992217948;0;"08A02"
07-04-2006 00:00:00;0,2009625;;;0;"08A01"
07-04-2006 00:00:00;0,22371875;0,207558333333;0,01793304;0;"08A07"
07-04-2006 00:00:00;0,188722222222;0,615258333333;0,05315832;0;"08A02"
08-04-2006 00:00:00;0,205045833333;;;0;"08A01"
08-04-2006 00:00:00;0,176822916667;0,20953125;0,0181035;0;"08A02"
08-04-2006 00:00:00;0,228020833333;0,232798958333;0,02011383;0;"08A07"
09-04-2006 00:00:00;0,210729166667;;;0;"08A01"
09-04-2006 00:00:00;0,199993055556;0,145820833333;0,01259892;0;"08A02"
09-04-2006 00:00:00;0,2374375;0,211270833333;0,0182538;0;"08A07"
10-04-2006 00:00:00;0,217029166667;;;0;"08A01"
10-04-2006 00:00:00;0,207809027778;0,120482291667;0,01040967;0;"08A02"
10-04-2006 00:00:00;0,241114583333;0,22379375;0,01933578;0;"08A07"
11-04-2006 00:00:00;0,219683333333;;;0;"08A01"
11-04-2006 00:00:00;0,20728125;-0,120290625;-0,01039311;0;"08A02"
11-04-2006 00:00:00;0,2415;0,330954166667;0,02859444;0;"08A07"
12-04-2006 00:00:00;0,2384125;;;0;"08A01"
12-04-2006 00:00:00;0,222100694444;-0,172651041667;-0,01491705;0;"08A02"
12-04-2006 00:00:00;0,259489583333;0,3594125;0,03105324;0;"08A07"
13-04-2006 00:00:00;0,250204166667;;;0;"08A01"
13-04-2006 00:00:00;0,232114583333;-0,198667708333;-0,01716489;0;"08A02"
13-04-2006 00:00:00;0,264479166667;0,33228125;0,0287091;0;"08A07"
14-04-2006 00:00:00;0,266583333333;;;0;"08A01"
14-04-2006 00:00:00;0,239920138889;-0,099609375;-0,00860625;0;"08A02"
14-04-2006 00:00:00;0,274041666667;0,357720833333;0,03090708;0;"08A07"
15-04-2006 00:00:00;0,288966666667;;;0;"08A01"
15-04-2006 00:00:00;0,262788194444;0,198367708333;0,01713897;0;"08A02"
15-04-2006 00:00:00;0,2809375;0,391215625;0,03380103;0;"08A07"
16-04-2006 00:00:00;0,291908333333;;;0;"08A01"
16-04-2006 00:00:00;0,262284722222;0,140986458333;0,01218123;0;"08A02"
16-04-2006 00:00:00;0,2983125;0,445577083333;0,03849786;0;"08A07"
17-04-2006 00:00:00;0,3212375;;;0;"08A01"
17-04-2006 00:00:00;0,285395833333;-0,0456697916667;-0,00394587;0;"08A02"
17-04-2006 00:00:00;0,3330625;0,661484375;0,05715225;0;"08A07"
18-04-2006 00:00:00;0,345441666667;;;0;"08A01"
18-04-2006 00:00:00;0,3133125;-0,07081875;-0,00611874;0;"08A02"
18-04-2006 00:00:00;0,378208333333;1,00709375;0,0870129;0;"08A07"
19-04-2006 00:00:00;0,35285;;;0;"08A01"
19-04-2006 00:00:00;0,313614583333;0,00217916666667;0,00018828;0;"08A02"
19-04-2006 00:00:00;0,3912;1,07800666667;0,093139776;0;"08A07"
20-04-2006 00:00:00;0,350833333333;;;0;"08A01"
20-04-2006 00:00:00;0,318364583333;0,246767708333;0,02132073;0;"08A02"
20-04-2006 00:00:00;0,404875;1,276875;0,110322;0;"08A07"
21-04-2006 00:00:00;0,322854166667;;;0;"08A01"
21-04-2006 00:00:00;0,291796463345;-0,0575138530928;-0,00496919690722;0;"08A02"
21-04-2006 00:00:00;0,396384615385;1,36771730769;0,118170775385;0;"08A07"
22-04-2006 00:00:00;0,307404166667;;;0;"08A01"
22-04-2006 00:00:00;0,274395833333;0,234626041667;0,02027169;0;"08A02"
22-04-2006 00:00:00;0,429903846154;1,58900769231;0,137290264615;0;"08A07"
23-04-2006 00:00:00;0,294679166667;;;0;"08A01"
23-04-2006 00:00:00;0,268267361111;0,196552083333;0,0169821;0;"08A02"
23-04-2006 00:00:00;0,43564;1,51582;0,130966848;0;"08A07"
24-04-2006 00:00:00;0,281129166667;;;0;"08A01"
24-04-2006 00:00:00;0,35871875;0,58325;0,0503928;0;"08A02"
24-04-2006 00:00:00;0,419;1,31333125;0,11347182;0;"08A07"
25-04-2006 00:00:00;0,303829166667;;;0;"08A01"
25-04-2006 00:00:00;0,296413194444;0,601095833333;0,05193468;0;"08A02"
25-04-2006 00:00:00;0,380138461538;0,932055384615;0,0805295852308;0;"08A07"
26-04-2006 00:00:00;0,323666666667;;;0;"08A01"
26-04-2006 00:00:00;0,319615384615;0,422258974359;0,0364831753846;0;"08A07"
26-04-2006 00:00:00;0,141388888889;0,767086458333;0,06627627;0;"08A02"
